updatedAt,content,createdAt,entities,geo,id,language,license,lifespan,publishedAt,remoteID,source,summary,tags,updatedAt,adminArea1,adminArea3,adminArea4,adminArea5,formattedAddress,postalCode,streetAddress,addressComponents,coords,latitude,longitude,tag1,tag2,tag3,lang
2014-05-09 19:10:03.175134,"the York University Village made a plan for how they'd like to see their community improved in terms of safety, shopping and other facilities.",2014-05-04T05:15:42.355963,,"{'addressComponents': {'adminArea3': 'ON', 'adminArea1': 'Canada', 'adminArea4': 'Toronto', 'adminArea5': 'Toronto', 'streetAddress': 'Ian McDonald Blvd', 'postalCode': 'M3J', 'formattedAddress': 'Ian McDonald Blvd, Toronto, ON M3J, Canada'}, 'coords': [-79.500453, 43.774658]}",Fs2swrykStCsh8v-klPKkw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-15T13:00:00.000Z,37336-56,ushahidi,York U Village Plan,"[{'name': 'Safety/Crime', 'confidence': 1}, {'name': 'StreetScape', 'confidence': 1}, {'name': 'Retail/Commercial', 'confidence': 1}, {'name': 'Everyone', 'confidence': 1}]",2014-05-09 19:10:03.175134,Canada,ON,Toronto,Toronto,"Ian McDonald Blvd, Toronto, ON M3J, Canada",M3J,Ian McDonald Blvd,"{'adminArea3': 'ON', 'adminArea1': 'Canada', 'adminArea4': 'Toronto', 'adminArea5': 'Toronto', 'streetAddress': 'Ian McDonald Blvd', 'postalCode': 'M3J', 'formattedAddress': 'Ian McDonald Blvd, Toronto, ON M3J, Canada'}","[-79.500453, 43.774658]",43.774658,-79.500453,Safety/Crime,StreetScape,Retail/Commercial,en
2014-05-09 19:08:48.097048,"<table border=""0"" cellpadding=""2"" cellspacing=""7""><tr><td width=""80"" align=""center"" valign=""top""><a href=""http://news.google.com/news/url?sa=t&amp;fd=R&amp;usg=AFQjCNGNDgzGohdJd_o293YS3myLnMPdzA&amp;url=http://www.presstv.ir/detail/2013/01/15/283622/iraq-exhibits-photos-on-stolen-artifacts/""><img src=""http://nt3.ggpht.com/news/tbn/Hy9_LuneAMyJkM/6.jpg"" alt="""" border=""1"" width=""80"" height=""80"" /><br />Press TV</a></td><td valign=""top""><br /><div><img alt="""" height=""1"" width=""1"" /></div><div><a href=""http://news.google.com/news/url?sa=t&amp;fd=R&amp;usg=AFQjCNGNDgzGohdJd_o293YS3myLnMPdzA&amp;url=http://www.presstv.ir/detail/2013/01/15/283622/iraq-exhibits-photos-on-stolen-artifacts/""><b>Iraq holds photo exhibit on smuggled national treasures</b></a><br /><b>Press TV</b><br />Most of the showcased <b>antiquities</b> were <b>stolen</b> during and after the US led invasion of Iraq in 2003, said Iraq&#39;s Tourism and <b>Antiquities</b> Minister Liwaa Smaisim. Iraq has held the exhibition in an attempt to retrieve its <b>stolen</b> and smuggled ancient pieces.<br /><br /><a href=""http://news.google.com/news/more?ncl=ddA-6b4qEASdFQM&amp;ned=us""><nobr><b>and more »</b></nobr></a></div></td></tr></table>",2014-05-04T05:01:29.791638,,"{'addressComponents': {'adminArea1': 'Iraq', 'formattedAddress': 'Iraq'}, 'coords': [44, 33]}",5AT0Gp_rSgq-77D794Qzhg,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-15T01:15:00.000Z,17579-730,ushahidi,Iraq holds photo exhibit on smuggled national treasures - Press TV,"[{'name': 'Iraq', 'confidence': 1}]",2014-05-09 19:08:48.097048,Iraq,,,,Iraq,,,"{'adminArea1': 'Iraq', 'formattedAddress': 'Iraq'}","[44, 33]",33.0,44.0,Iraq,,,en
2014-05-09 19:08:48.013206,"<div>
<a href=""http://2.bp.blogspot.com/-ciQcMmx5vMY/T1kDBtgMTYI/AAAAAAAACNM/2jE69CH85OE/s1600/bbc_suffolk_title.jpg"" imageanchor=""1""><img border=""0"" height=""200"" src=""http://2.bp.blogspot.com/-ciQcMmx5vMY/T1kDBtgMTYI/AAAAAAAACNM/2jE69CH85OE/s320/bbc_suffolk_title.jpg"" width=""320"" /></a></div>
<span></span>BBC Radio Suffolk had a focus on Icklingham today [<a href=""http://www.bbc.co.uk/programmes/p012rql8"">iPlayer</a>: final 10 minutes]. I was invited to say a few words about the Icklingham bronzes and their surfacing in New York. I reminded the listeners about how they were removed from the ground and what information had been lost. Interestingly one of the bronzes was displayed in a temporary exhibition at Harvard.<br />
<br />
Shelby White, the present proprietor of the bronzes, has indicated that she intends to leave the bronzes to the British Museum. But our hope is that she will return them to be displayed in the Ipswich Museum or another collection in Suffolk.<br />
<br />
<div>
<a href=""http://lootingmatters.blogspot.com/"" name=""data:post.title""><img alt=""Bookmark and Share so Your Real Friends Know that You Know"" height=""16"" src=""http://s7.addthis.com/static/btn/lg-share-en.gif"" style=""border: 0pt none;"" width=""125"" /></a>
</div>
<!-- AddThis Button END -->",2014-05-04T05:01:34.417660,,"{'addressComponents': {'adminArea3': 'England', 'adminArea1': 'United Kingdom', 'adminArea4': 'Suffolk', 'adminArea5': 'Icklingham', 'streetAddress': 'The Street', 'postalCode': 'IP28 6', 'formattedAddress': 'The Street, Icklingham, IP28 6'}, 'coords': [0.596266, 52.327288]}",AR0LomzhS3Gaz0bMy4E0GA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-14T17:18:00.000Z,17579-717,ushahidi,Icklingham bronzes: call for their return,"[{'name': 'United Kingdom', 'confidence': 1}]",2014-05-09 19:08:48.013206,United Kingdom,England,Suffolk,Icklingham,"The Street, Icklingham, IP28 6",IP28 6,The Street,"{'adminArea3': 'England', 'adminArea1': 'United Kingdom', 'adminArea4': 'Suffolk', 'adminArea5': 'Icklingham', 'streetAddress': 'The Street', 'postalCode': 'IP28 6', 'formattedAddress': 'The Street, Icklingham, IP28 6'}","[0.596266, 52.327288]",52.327288,0.596266,United Kingdom,,,en
2014-05-09 19:28:32.544760,"A report published on January 14 by the International Rescue Committee’s Commission on Syrian Refugees includes stories of rape and torture by pro-government forces in Syria. A 29-year-old woman from Dara’a told IRC that her brother was arrested and faced sexualized torture for days. While her brother survived, she said, they “scarred his body and destroyed his genitals.” 

After government forces entered the witness’ home, beat her husband and threatened to arrest him, she her family fled to Irbid, Jordan, she said.

The location and date of the reported sexualized torture is unknown. Because Syrian government officials currently refuse to allow access to journalists, researchers, and aid workers, WMC’s Women Under Siege cannot independently verify this report of sexualized violence in Syria.",2014-05-04T05:24:28.627178,,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Dar‘ā, Syria', 'adminArea5': 'Dar‘ā'}, 'coords': [36.105221, 32.6245]}",fRS2FjnnRy-HSP94-BStMw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-14T09:15:00.000Z,34369-149,ushahidi,"Woman from Dara'a tells IRC her brother was arrested, sexually tortured","[{'name': '8-2GF. Sexualized violence of males without penetration (by government forces)', 'confidence': 1}, {'name': '8-7. Consequences for male victims of sexualized violence', 'confidence': 1}]",2014-05-09 19:28:32.544760,Syria,,,Dar‘ā,"Dar‘ā, Syria",,,"{'adminArea1': 'Syria', 'formattedAddress': 'Dar‘ā, Syria', 'adminArea5': 'Dar‘ā'}","[36.105221, 32.6245]",32.6245,36.105221,8-2GF. Sexualized violence of males without penetration (by government forces),8-7. Consequences for male victims of sexualized violence,,en
2014-05-09 19:28:32.463497,"A report published on January 14 by the International Rescue Committee’s Commission on Syrian Refugees includes a woman’s account of her neighbor’s rape in Dara’a. The 29-year-old, who has since fled with her husband and children to Irbid, Jordan, told IRC about a government raid on the house next door, during which she could “hear the rape of my neighbor, my friend.” 

The IRC report notes that in the course of three assessments in Lebanon and Jordan, men, women, and community leaders consistently identified sexualized violence as a primary reason for leaving Syria. 

The location and date of the reported rape is unknown. Because Syrian government officials currently refuse to allow access to journalists, researchers, and aid workers, WMC’s Women Under Siege cannot independently verify this report of sexualized violence in Syria.",2014-05-04T05:24:27.502110,,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Dar‘ā, Syria', 'adminArea5': 'Dar‘ā'}, 'coords': [36.105221, 32.6245]}",_9fn2gU1Scmb5UvaVkDpkA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-14T09:11:00.000Z,34369-148,ushahidi,Woman tells IRC of her neighbor's rape by government forces in Dara'a,"[{'name': '3GF. Forced vaginal, anal, or oral entry (by government forces)', 'confidence': 1}]",2014-05-09 19:28:32.463497,Syria,,,Dar‘ā,"Dar‘ā, Syria",,,"{'adminArea1': 'Syria', 'formattedAddress': 'Dar‘ā, Syria', 'adminArea5': 'Dar‘ā'}","[36.105221, 32.6245]",32.6245,36.105221,"3GF. Forced vaginal, anal, or oral entry (by government forces)",,,en
2014-05-09 19:08:48.264706,"<table border=""0"" cellpadding=""2"" cellspacing=""7""><tr><td width=""80"" align=""center"" valign=""top""></td><td valign=""top""><br /><div><img alt="""" height=""1"" width=""1"" /></div><div><a href=""http://news.google.com/news/url?sa=t&amp;fd=R&amp;usg=AFQjCNEAb71jvuyrJCsNTLiRuPnkeid8oA&amp;url=http://www.yementimes.com/en/1641/culture/1847/Yemen%25E2%2580%2599s-antiques-threatened-by-corruption-looters-and-smugglers.htm""><b>Yemen&#39;s <b>antiques</b> threatened by corruption, <b>looters</b> and smugglers</b></a><br /><b>The Yemen Times</b><br />Yemen&#39;s unstable security and economic situation over the past two years has led to an increase in the black market for antique relics said Mohammed Al-Sanabani, the head of the <b>Antiquities</b> General Authority. According to Abdulkarim Al-Barakani, the <b>...</b><br /><br /><a href=""http://news.google.com/news/more?ncl=dg4V4FH_g4KtkWM&amp;ned=us""><nobr><b></b></nobr></a></div></td></tr></table>",2014-05-04T05:01:32.045712,,"{'addressComponents': {'adminArea1': 'Yemen', 'formattedAddress': 'Yemen'}, 'coords': [47.5, 15.5]}",oqUkgM3nSDCnURAwwWslqA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-14T04:03:00.000Z,17579-712,ushahidi,"Yemen's antiques threatened by corruption, looters and smugglers - The Yemen Times","[{'name': 'Yemen', 'confidence': 1}]",2014-05-09 19:08:48.264706,Yemen,,,,Yemen,,,"{'adminArea1': 'Yemen', 'formattedAddress': 'Yemen'}","[47.5, 15.5]",15.5,47.5,Yemen,,,en
2014-05-09 19:07:21.153098,"Translated SMS: We are Agaran village committee, we are requesting from DRC to provide a new project, as well as we implemented the previous project at best level and  an effective way.
Male beneficiary
CDRD Project
Galka'ayo District.

Original SMS:  Anagoo ah, gudida deegaanka cagaaran waxaanu DRC ka codsanaynaa in ay nasiiso mashruucyo cusub maadaama aanu kii hore u fulinays sidii ugu fiicnayd.

Ninka mida dadka reer cagaaran
Mashruuca DRC
Degmada Gaalkacayo.",2014-05-04T04:44:37.013575,,"{'addressComponents': {'streetAddress': '3', 'adminArea1': 'Somalia', 'formattedAddress': '3, Somalia'}, 'coords': [47.430833, 6.769722]}",ouSxTtxPRqegpj1eYqnV6Q,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-13T13:30:00.000Z,24609-323,ushahidi,FAQ/CDRD/Galka'ayo/Pending,"[{'name': 'CDRD', 'confidence': 1}, {'name': 'Pending', 'confidence': 1}, {'name': 'FAQ', 'confidence': 1}, {'name': 'Galkayo', 'confidence': 1}, {'name': 'Community centre/school', 'confidence': 1}]",2014-05-09 19:07:21.153098,Somalia,,,,"3, Somalia",,3,"{'streetAddress': '3', 'adminArea1': 'Somalia', 'formattedAddress': '3, Somalia'}","[47.430833, 6.769722]",6.769722,47.430833,CDRD,Pending,FAQ,en
2014-05-09 19:08:48.180221,"<table border=""0"" cellpadding=""2"" cellspacing=""7""><tr><td width=""80"" align=""center"" valign=""top""><a href=""http://news.google.com/news/url?sa=t&amp;fd=R&amp;usg=AFQjCNFmEAEdimkPgotskfSIRGgUYWgggw&amp;url=http://english.farsnews.com/newstext.php?nn=9107135289""><img src=""http://nt1.ggpht.com/news/tbn/XUbYNF5JR2ic0M/6.jpg"" alt="""" border=""1"" width=""80"" height=""80"" /><br />Fars News Agency</a></td><td valign=""top""><br /><div><img alt="""" height=""1"" width=""1"" /></div><div><a href=""http://news.google.com/news/url?sa=t&amp;fd=R&amp;usg=AFQjCNFmEAEdimkPgotskfSIRGgUYWgggw&amp;url=http://english.farsnews.com/newstext.php?nn=9107135289""><b>Report: France Seeking to Smuggle Syria&#39;s Ancient <b>Artifacts</b></b></a><br /><b>Fars News Agency</b><br />UNESCO in December said that Syria&#39;s archaeological heritage is disappearing piece by piece across its borders as smuggling of <b>looted antiquities</b> accelerates. UNESCO has raised the alarm at the damage wrought to the world heritage sites, including <b>...</b><br /><br /><a href=""http://news.google.com/news/more?ncl=dkaF3E4ofcBocNM&amp;ned=us""><nobr><b></b></nobr></a></div></td></tr></table>",2014-05-04T05:01:30.918964,,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38, 35]}",zXz-0Z9tQH2dP3vJJo10-w,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-13T06:31:00.000Z,17579-713,ushahidi,Report: France Seeking to Smuggle Syria's Ancient Artifacts - Fars News Agency,"[{'name': 'France', 'confidence': 1}, {'name': 'Syria', 'confidence': 1}]",2014-05-09 19:08:48.180221,Syria,,,,Syria,,,"{'adminArea1': 'Syria', 'formattedAddress': 'Syria'}","[38, 35]",35.0,38.0,France,Syria,,en
2014-05-09 19:07:21.405532,"Translated SMS: As we are Qol'aday community we are very sorry for delay of the projects, we agreed DRC to completed the projects within two years if one side don't terminate the agreement. but DRC  postponed the time, and the delay is your responsibility , we are asking ourselves why it was happened. DRC are you told us a fake or something is wrong with your projects?.
Male Beneficiary
CDRD Project
Salahlay District.

Original SMS: Anagoo ka tirsan gudida mashaariicda tuuladda qoolcaday waxaanu ka xunahay dibudhaca mashaariicda DRC ku timi oo aanu ku heshiinay in ay ku dhamaystirmaan muddo laba sanno gudahooda hadaaanay cidi jabin heshiiskaas, laakiin may dhicin oo waxaa dib u dhaca sababay dhanka DRC, waanu ka xunahay dhammaan deegaanyaga qoolcaday, waxaananu iswaydiinaynaa sabab keenay dib u dhacaa, DRC ma been bay noo sheegtay mise waxbaa idinka khaldan?

ninka mida dadka reer qoolcaday
Mashruuca CDRD
Degmada Salahlay",2014-05-04T04:44:46.164062,,"{'addressComponents': {'adminArea1': 'Somalia', 'formattedAddress': 'Somalia'}, 'coords': [44.20583, 9.025998]}",B1qwTtaNTtafXQXS96bUBw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-12T15:22:00.000Z,24609-322,ushahidi,Complaint/CDRD/Salahley/Processed,"[{'name': 'CDRD', 'confidence': 1}, {'name': 'Pending', 'confidence': 1}, {'name': 'General', 'confidence': 1}, {'name': 'Salahley', 'confidence': 1}, {'name': 'Community centre/school', 'confidence': 1}]",2014-05-09 19:07:21.405532,Somalia,,,,Somalia,,,"{'adminArea1': 'Somalia', 'formattedAddress': 'Somalia'}","[44.20583, 9.025998]",9.025998,44.20583,CDRD,Pending,General,en
2014-05-09 19:08:46.225179,"<table border=""0"" cellpadding=""2"" cellspacing=""7""><tr><td width=""80"" align=""center"" valign=""top""></td><td valign=""top""><br /><div><img alt="""" height=""1"" width=""1"" /></div><div><a href=""http://news.google.com/news/url?sa=t&amp;fd=R&amp;usg=AFQjCNHeDy-awociS-UZvdEHcKAZ0hHD5w&amp;url=http://www.allvoices.com/contributed-news/13791586-heritage-sites-in-syria-are-being-destroyed-raising-questions-about-the-cost-of-democracy""><b>Heritage sites in Syria are being destroyed raising questions about the cost <b>...</b></b></a><br /><b>allvoices</b><br />The ruination of ancient cities and the loss of <b>antiquities</b> from bombing and <b>looting</b> of relics during wartime go largely unreported until after a war is over and the damages to infrastructure begin to accumulate. Since the Iraq and Afghanistan wars <b>...</b><br /><br /><a href=""http://news.google.com/news/more?ncl=dWFYCMX-Qk7q2zM&amp;ned=us""><nobr><b></b></nobr></a></div></td></tr></table>",2014-05-04T05:01:16.716782,,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [38, 35]}",pzfTB8vhSKS3jopBpzZ3UA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-12T12:01:00.000Z,17579-714,ushahidi,Heritage sites in Syria are being destroyed raising questions about the cost ... - allvoices,"[{'name': 'Syria', 'confidence': 1}]",2014-05-09 19:08:46.225179,Syria,,,,Syria,,,"{'adminArea1': 'Syria', 'formattedAddress': 'Syria'}","[38, 35]",35.0,38.0,Syria,,,en
2014-05-09 19:08:48.592501,The #Archaeology News Network: Getty Museum to return ancient artifact to Italy http://t.co/c56aXwYV #heritage,2014-05-04T05:01:33.244754,,"{'addressComponents': {'adminArea3': 'AK', 'adminArea1': 'United States', 'adminArea4': 'Bethel C.A.', 'adminArea5': 'Bethel', 'streetAddress': 'Street', 'postalCode': '99559', 'formattedAddress': 'Street, Bethel, AK 99559'}, 'coords': [-160.0019989013672, 60.97869873046875]}",mp1l8vY2SNqJ-INjffq0cQ,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-12T05:17:35.000Z,17579-690,ushahidi,The #Archaeology News Network: Getty Museum to ret...,"[{'name': 'Trusted Reports', 'confidence': 1}]",2014-05-09 19:08:48.592501,United States,AK,Bethel C.A.,Bethel,"Street, Bethel, AK 99559",99559,Street,"{'adminArea3': 'AK', 'adminArea1': 'United States', 'adminArea4': 'Bethel C.A.', 'adminArea5': 'Bethel', 'streetAddress': 'Street', 'postalCode': '99559', 'formattedAddress': 'Street, Bethel, AK 99559'}","[-160.0019989013672, 60.97869873046875]",60.97869873046875,-160.0019989013672,Trusted Reports,,,en
2014-05-09 19:08:47.591622,The Archaeology News Network: Pinnacle Point awarded provincial #heritage site status http://t.co/28hvXRcX #anthropology,2014-05-04T05:01:27.515182,,"{'addressComponents': {'adminArea3': 'AK', 'adminArea1': 'United States', 'adminArea4': 'Bethel C.A.', 'adminArea5': 'Bethel', 'streetAddress': 'Street', 'postalCode': '99559', 'formattedAddress': 'Street, Bethel, AK 99559'}, 'coords': [-160.0019989013672, 60.97869873046875]}",Qc7iQDxsSRukrMiEIkrdbw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-12T05:07:05.000Z,17579-691,ushahidi,The Archaeology News Network: Pinnacle Point award...,"[{'name': 'Trusted Reports', 'confidence': 1}]",2014-05-09 19:08:47.591622,United States,AK,Bethel C.A.,Bethel,"Street, Bethel, AK 99559",99559,Street,"{'adminArea3': 'AK', 'adminArea1': 'United States', 'adminArea4': 'Bethel C.A.', 'adminArea5': 'Bethel', 'streetAddress': 'Street', 'postalCode': '99559', 'formattedAddress': 'Street, Bethel, AK 99559'}","[-160.0019989013672, 60.97869873046875]",60.97869873046875,-160.0019989013672,Trusted Reports,,,en
2014-05-09 19:08:48.509297,The Archaeology News Network: Restoration of Raphael frescoes completed at Vatican museums http://t.co/aDFA0tKj #heritage,2014-05-04T05:01:35.620065,,"{'addressComponents': {'adminArea3': 'AK', 'adminArea1': 'United States', 'adminArea4': 'Bethel C.A.', 'adminArea5': 'Bethel', 'streetAddress': 'Street', 'postalCode': '99559', 'formattedAddress': 'Street, Bethel, AK 99559'}, 'coords': [-160.0019989013672, 60.97869873046875]}",Dbx1wZqHQwCmrHlNB-IX1A,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-12T05:06:10.000Z,17579-692,ushahidi,The Archaeology News Network: Restoration of Rapha...,"[{'name': 'Trusted Reports', 'confidence': 1}]",2014-05-09 19:08:48.509297,United States,AK,Bethel C.A.,Bethel,"Street, Bethel, AK 99559",99559,Street,"{'adminArea3': 'AK', 'adminArea1': 'United States', 'adminArea4': 'Bethel C.A.', 'adminArea5': 'Bethel', 'streetAddress': 'Street', 'postalCode': '99559', 'formattedAddress': 'Street, Bethel, AK 99559'}","[-160.0019989013672, 60.97869873046875]",60.97869873046875,-160.0019989013672,Trusted Reports,,,en
2014-05-09 19:08:48.428204,The #Archaeology News Network: Spanish police seize ancient plundered vase from an antique shop http://t.co/Cr6MVr7i #heritage,2014-05-04T05:01:37.953833,,"{'addressComponents': {'adminArea3': 'AK', 'adminArea1': 'United States', 'adminArea4': 'Bethel C.A.', 'adminArea5': 'Bethel', 'streetAddress': 'Street', 'postalCode': '99559', 'formattedAddress': 'Street, Bethel, AK 99559'}, 'coords': [-160.0019989013672, 60.97869873046875]}",xmcxyPiWTSKUh-mVZl_tEA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-12T05:05:48.000Z,17579-693,ushahidi,The #Archaeology News Network: Spanish police seiz...,"[{'name': 'Trusted Reports', 'confidence': 1}]",2014-05-09 19:08:48.428204,United States,AK,Bethel C.A.,Bethel,"Street, Bethel, AK 99559",99559,Street,"{'adminArea3': 'AK', 'adminArea1': 'United States', 'adminArea4': 'Bethel C.A.', 'adminArea5': 'Bethel', 'streetAddress': 'Street', 'postalCode': '99559', 'formattedAddress': 'Street, Bethel, AK 99559'}","[-160.0019989013672, 60.97869873046875]",60.97869873046875,-160.0019989013672,Trusted Reports,,,en
2014-05-09 19:08:47.925996,"<table align=""center"" cellpadding=""0"" cellspacing=""0""><tbody>
<tr><td><a href=""http://1.bp.blogspot.com/-ekIVaOamsVg/UO_F48MGmbI/AAAAAAAAC9o/g8-_R4odCho/s1600/getty_hades.jpg"" imageanchor=""1""><img border=""0"" height=""320"" src=""http://1.bp.blogspot.com/-ekIVaOamsVg/UO_F48MGmbI/AAAAAAAAC9o/g8-_R4odCho/s320/getty_hades.jpg"" width=""320"" /></a></td></tr>
<tr><td>Head of Hades, about 400 - 300 B.C.<br />
Source: J. Paul Getty Museum inv. 85.AD.105</td></tr>
</tbody></table>
<span></span>The J. Paul Getty Museum has announced that it will be returning a fourth century BC terracotta head to Italy [<a href=""http://news.getty.edu/press-materials/press-releases/hades-returns-to-sicily.htm"">press release</a>]. The press release makes it clear that comparative material was found at Morgantina and that fragments from the hair were found in a sanctuary confirming its original location.<br />
<br />
The press release tells us that the head was acquired in 1985. Daniel Ng and Jason Felch (""<a href=""http://www.latimes.com/entertainment/arts/culture/la-et-cm-getty-museum-hades-sculpture-sicily-20130110,0,2715069.story"">Getty Museum to return Hades terracotta head to Sicily</a>"", <i>LA Times</i> January 10, 2013) inform us that it was acquired from Maurice Tempelsman. The original source was Robin Symes. Why did the Getty omit this part of the collecting history?<br />
<br />
This raises the question about other material in the Getty that was sourced from Robin Symes.<br />
<br />
<div>
<a href=""http://www.blogger.com/blogger.g?blogID=8972497915033440413"" name=""data:post.title""><img alt=""Bookmark and Share so Your Real Friends Know that You Know"" height=""16"" src=""http://s7.addthis.com/static/btn/lg-share-en.gif"" style=""border: 0pt none;"" width=""125"" /></a>
</div>
<!-- AddThis Button END -->",2014-05-04T05:01:39.090565,,"{'addressComponents': {'adminArea3': 'Sic.', 'adminArea1': 'Italy', 'adminArea4': 'CL', 'streetAddress': 'Strada comunale San Cataldo Marianopoli', 'postalCode': '93100', 'formattedAddress': 'Strada comunale San Cataldo Marianopoli, 93100 CL'}, 'coords': [14, 37.5]}",FEzdbEVMQqWSSjowWccOMg,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-11T03:06:00.000Z,17579-718,ushahidi,Getty returns terracotta head to Sicily,"[{'name': 'Italy', 'confidence': 1}, {'name': 'Repatriation', 'confidence': 1}]",2014-05-09 19:08:47.925996,Italy,Sic.,CL,,"Strada comunale San Cataldo Marianopoli, 93100 CL",93100,Strada comunale San Cataldo Marianopoli,"{'adminArea3': 'Sic.', 'adminArea1': 'Italy', 'adminArea4': 'CL', 'streetAddress': 'Strada comunale San Cataldo Marianopoli', 'postalCode': '93100', 'formattedAddress': 'Strada comunale San Cataldo Marianopoli, 93100 CL'}","[14, 37.5]",37.5,14.0,Italy,Repatriation,,en
2014-05-09 19:32:46.322477,"My 22 year old son had two bouts of vomiting and diarrhea while at the beach. One on Dec. 25th and again on Dec. 31st.
Lasted several hours and than he was better. Not sure if it was the beach or not but the bacteria levels were high while we were there",2014-05-04T06:02:01.924230,,"{'addressComponents': {'adminArea1': 'Puerto Rico', 'adminArea4': 'Rincon', 'adminArea5': 'Rincón', 'streetAddress': 'Street', 'postalCode': '00677', 'formattedAddress': 'Street, 00677 Rincón, Puerto Rico'}, 'coords': [-67.269781, 18.35697]}",7JdiULKoRCOwNwdj00snlQ,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-11T01:01:00.000Z,41134-116,ushahidi,SIck at beach,"[{'name': 'Illness / Enfermedad', 'confidence': 1}]",2014-05-09 19:32:46.322477,Puerto Rico,,Rincon,Rincón,"Street, 00677 Rincón, Puerto Rico",00677,Street,"{'adminArea1': 'Puerto Rico', 'adminArea4': 'Rincon', 'adminArea5': 'Rincón', 'streetAddress': 'Street', 'postalCode': '00677', 'formattedAddress': 'Street, 00677 Rincón, Puerto Rico'}","[-67.269781, 18.35697]",18.35697,-67.269781,Illness / Enfermedad,,,en
2014-05-09 19:08:48.346374,"Amid the many discussions that will take place at the Seventh World Archaeological Congress (January 13-18 , 2013) being held at the King Hussein Convention Center, at the Dead Sea in Jordan, under the royal patronage of His Majesty King Abdullah II Bin Al Hussein of Jordan an important four-session series titled “Archaeology as a Target” will … <a href=""http://www.savingantiquities.org/important-declaration-to-be-unveiled-at-wac-7-in-jordan/""><span>(Read More)</span></a>",2014-05-04T05:01:36.772161,,"{'addressComponents': {'adminArea3': 'Madaba', 'adminArea1': 'Jordan', 'formattedAddress': 'Jabal Bani Hamedah, Jordan', 'adminArea5': 'Jabal Bani Hamedah'}, 'coords': [35.495453, 31.557474]}",u4GAZ8f8R8Sg4t4sT1GdDg,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2013-01-11T00:13:00.000Z,17579-746,ushahidi,“Declaration on the Protection of Cultural Property in the Event of Armed Conflict” to be Unveiled at WAC-7 in Jordan,"[{'name': 'Academic Presentation', 'confidence': 1}, {'name': 'Jordan', 'confidence': 1}]",2014-05-09 19:08:48.346374,Jordan,Madaba,,Jabal Bani Hamedah,"Jabal Bani Hamedah, Jordan",,,"{'adminArea3': 'Madaba', 'adminArea1': 'Jordan', 'formattedAddress': 'Jabal Bani Hamedah, Jordan', 'adminArea5': 'Jabal Bani Hamedah'}","[35.495453, 31.557474]",31.557474,35.495453,Academic Presentation,Jordan,,en
