,title,url,geo,comments_name,comments_text
432,First Flatironette  ,http://www.mountainproject.com/v/first-flatironette/105746188,"39.99195, -105.29285","['Rick Blair', 'George Bell', 'Rick Blair']","['\nAfter you get to the top of the first Flatironette, if you look down the gully between it and the Spy you will see a large dead tree.  The tree is completely denuded of bark, totally smooth and made a great rap anchor.  The rope pulled flawlessly. Be sure to knot the ends of your rope because the rap ends at 4th class climbing, a 70m will go to the bottom.  If you take it easy on the tree and keep your rope running as close to the base as possible, there will be many years of rapping left for this tree.\n\n', '\nI would be nervous rapping off any dead tree.  They have no ""incentive"" to remain attached to the rock, and can become  dry and brittle and fail suddenly.  This particular tree is probably fine, but I myself would choose the easy walk off since there is one available.\n\n', ""\nGeorge, fair enough, recommending a dead tree as an anchor may not be the most responsible comment I have left on this site.  Anyone reading this, don't assume you are rapping off the same tree I did and don't rap off of dead trees in general;-)\n\n""]"
433,The Ghetto  ,http://www.mountainproject.com/v/the-ghetto/105746158,,['Brian Milhaupt'],"[""\nThe climber's trail that leaves the Royal Arches trail is packed with poison ivy.  Watch your step and wear long pants!\n\n""]"
434,Green Mountain Pinnacle  ,http://www.mountainproject.com/v/green-mountain-pinnacle/105745070,"39.98359, -105.29379","['Ernie Port', 'Guy H.']","[""\nIMO the easiest way to find this rock is to start at Chatauqua and head up the Royal Arch trail until you reach the pass.  At the pass leave RA trail and bush wack due west up the hill for quite a ways.  There is a talus field a few hundred feet up which can be followed until it peeters out.  Then just keep going up, to and fro, until you see the yellow wall and a small kairn on a ledge near the wall.  You'll know you're there when you see a broken diagonal crack, leading to the roof above (Death & Transfiguration 5.11b).  \n\n"", '\nI have found two trails to GMP.  From the pass follow a faint trail west just north of some small Flatirons.  As you pass the last one you have two options:  1.) Angle to left and up the hill to the top of the ridge line. Once you are behind the ""Hammerhead"" Flatiron head straight west until you bump into the Last Flatironette.  Pass this on the right and hug this formation until you reach GMP.  2.) Angle almost straight North (right) until you hit a talus field. Follow a path west through this field with an occasional cairn until you hit the tree line.  Near a large fallen tree, you will find a good trail that switch backs up the hill until you are North of the formation.  I think the second option is more straightforward with less bush whacking.  \n\n']"
435,Green Thumb  ,http://www.mountainproject.com/v/green-thumb/105745678,"39.9871, -105.2949",['Tony B'],['\nAnyone know anything about the sport route around the corner left from Green Corner and Farniente?  On the N. side of the summit of Green Thumb?\n\n']
436,Gregory Canyon (including The Amphitheatre)  ,http://www.mountainproject.com/v/gregory-canyon-including-the-amphitheatre/105829700,"39.9957, -105.2931",,
437,Herbert Boulder  ,http://www.mountainproject.com/v/herbert-boulder/108462247,"39.99116, -105.2922",,
438,Jaws  ,http://www.mountainproject.com/v/jaws/105745549,"39.9877, -105.2953",,
439,Macbeth  ,http://www.mountainproject.com/v/macbeth/105746367,,"['Mike McMahon', 'Jay Eggleston', 'Tony B']","[""\nThis was the first scramble I ever did in the Flatirons.  I suppose it's about 4th class?\n\n"", '\nSoloed this in 2000.\n\n', '\nIf from the North end, there is a little more climbing, but the extra length is not stellar.  The better half is the top anyway.\n\n']"
440,Queen Anne's Head  ,http://www.mountainproject.com/v/queen-annes-head/105745328,"39.9868, -105.2916","['George Bell', 'Anonymous Coward', 'Bruce Hildenbrand', 'Shawn Shannon']","[""\nWe followed this approach this morning, and I think it is easier if you stay on the Royal Arch Trail longer, at least until after it crosses the stream.  If you scramble to the base of the 1911 gully, you will have to go back down to reach the start of the standard east face route on Queen Anne's Head.  This area is steep and home to much poison ivy, the shortest line approach from the Royal Arch Trail is probably best!\n\n"", '\nMore fun to sit on top of than to climb.\n\n', '\nDale Haas and I replaced the mounds of tat used for the rappel anchor on top of this rock with two 3/8""x3.5"" stainless steel(SS) Rawl 5-piece bolts.  We added quick links and chain for rappel.  The hardware for this work was provided by the American Safe Climbing Association (www.safeclimbing.org).  They appreciate your support.\n\n', '\nHow to get there: First, decide that this rock looks like a great place to enjoy a day out with some less than experienced good friends (4 total).  It\'s multipitch but not so many as to make you worry about running out of daylight; access seems easy enough.  Bit of a hike, a few bits of poison ivy, but nothing difficult.  And easy enough to relax and help your friends. Second, print out the directions from Mountain Project, and a trail map from Rock Climbing Colorado figuring most of these guys are good, even George Bell, well-experienced in the area, chimed in, so if there are any big worries, he would\'ve mentioned it. Third, start hiking, go right past the sign that says ""Access Trail to 2nd/3rd Flatirons"" because you figure that can\'t be the way.  If it was the poster wouldn\'t have put ""take the FAINT trail to right past the possibly dry stream"" (note, THAT stream, not the other half dozen that look the same) the original poster would\'ve said ""Take that obviously well maintained trail with a big sign that says ""Access Trail to 2nd/3rd Flatirons"". Fourth, make your friends climb up and down the steep trail next to Queen Anne\'s Head, with the painful gully in between, looking for a some place that is not completely covered in poison ivy.  Make sure to attempt a few crossings to be denied by the ivy, further discouraging the two girls, who have expressed they don\'t even want to try the crossing.   Fifth, meet a couple of rangers that can\'t remember the way across either.  Explore a bit south of the steepness, and determine there\'s just a somewhat loose boulderfield to cross after scrambling up the hill.  After thoroughly wearing out the two girls, send them happily on their way (with their share of the gear of course) back to the car and to Pearl Street for cheeseburgers and beer.   Sixth, energized from moving as a group of two, and your friend who\'s fine scrambing, scramble up the slope and head across the field of fist-sized loose rocks that seem to have it in for your Teva exposed toes.  Reach the side of a really big rock in front of you...  you look down and see nothing but a sloppy steep (though only about 20 feet deep) gully filled with poison ivy, and see no real way to avoid it.  So, you think maybe it is possible just a small rock to get around (because you of course have never been to the 3rd) and skirt underneath the 3rd to Queen Anne\'s head.  So, you head up and around only to find out the rock is definitely a part of the Third.  You find a nice platform with other climbers taking off halfway up the Third.............refusing to feel dejected the two of you will declare that Queen Anne\'s Head is nothing but a figment of the imagination, that it doesn\'t really exist, and there is no way to get to it even if it did exist.  And of course notice the nicely blazed and obvious trail leading to the Third couldn\'t possible be the faint trail.  You drop your rope and start cruising up the third happy with thoughts that this was your plan all along.\n\n']"
441,Saddle Rock  ,http://www.mountainproject.com/v/saddle-rock/105746230,,,
442,Satellite Boulders  ,http://www.mountainproject.com/v/satellite-boulders/105745127,"39.9895, -105.29029","['George Bell', 'Chip Phillips', 'George Bell', 'Bryan Gartland', 'Joshua Merriam', 'D@n', 'Joshua Merriam', 'Chip Phillips', 'Wombat']","[""\n...There is an easy problem in this area, anybody know what it is?  It is right off the trail to the west near where the 3rd Flatiron, 2nd Flatiron trails diverge.  A 20' tall boulder with a big dead tree leaning against it.  You go up the face right next to the dead tree and can rejoin the trail up higher as it switchbacks around the boulder.  It must be V0 or easier if I can do it!\n\n"", ""\nIt's Sputnik Two, George. I noticed in your bio you would rather pull weeds than boulder ... you're busted.\n\n"", '\nUh oh ... OK I admit I did go bouldering ONCE.Well, uh, I have tried the Monkey Traverse several times but have never made the whole thing.  Basically, I suck at bouldering!\n\n', '\nThe route pulldown for the Satellites is getting a bit unwieldy at 70+ problems.  Seems to me that it could use its own Area listing.\n\n', ""\nCould we re-organize this area to clean up some of the extranious entries and give a better overview?  I'll submit some overview pictures, but others probably know the area better than me.\n\n"", ""\nThere's a 'new' problem at the Satellites and was wondering if anyone wanted to contribute some beta (name, grade, FA) for it. If you're facing Grundel City Boy, it's directly behind you about 70' up the hill. It's the short boulder (10' tall) with a cool 3' horizontal roof at about chest height. Starts in the back of the roof and moves to the lip via the enormous heel hook jug. Crimpers on the face gains you the top. Some guys I tried it with said it was about V7. Good problem. 2-3 stars. \n\n"", '\nIs this the same boulder as Blowin the Hatch?  How do you start - heel hooked, or with feet on the lower boulder-piece?\n\n', '\nToe to Toe V7/8, FA: EZ Harrison, 2008.  See problem description for more.\n\n', '\nDoes anybody else think that this area should be separated into sectors so as to better understand where these problems are?  It is a constant challenge to find information about problems based off of their name/grade alone and not the specific location.  Any help would be awesome.\n\n']"
443,Second Flatiron  ,http://www.mountainproject.com/v/second-flatiron/105745298,"39.9891, -105.293",,
444,Sentinel Boulders  ,http://www.mountainproject.com/v/sentinel-boulders/105745945,,,
445,The Spy  ,http://www.mountainproject.com/v/the-spy/105745394,,,
446,Sunset Flatironette  ,http://www.mountainproject.com/v/sunset-flatironette/105745780,,,
447,The Thing  ,http://www.mountainproject.com/v/the-thing/105745765,"39.9846, -105.2944","['Mark Hyams', 'Dan Mottinger']","['\nI just climbed the The Thing today, after checking with a ranger at Chautaqua to make sure it is open, and IT IS OPEN.  The only thing he said is that for the approach, go all the way to Sentinel Pass on the Royal Arch Trail, and then head west up the small ridge as if you were hiking to Green Mountain Pinnacle, and when you are even with the bottom of the rock, traverse over to it.  Great route, by the way, and there are fixed slings on top for the rappel.\n\n', ""\nThis rock is also known as the Needle's Eye and the Morning After (it goes by Morning After in Roach's guide).\n\n""]"
448,Third Flatiron  ,http://www.mountainproject.com/v/third-flatiron/105744681,"39.9874, -105.292",,
449,Third Flatironette  ,http://www.mountainproject.com/v/third-flatironette/106641191,"39.9875, -105.2907",,
450,Tomato Rock  ,http://www.mountainproject.com/v/tomato-rock/105745412,,"['George Bell', 'Charles Danforth']","['\nHas anyone climbed this rock  ""no hands""?  The Roach guide claims this has been done but it seems it would require a full speed sprint, definitely a committing dyno!  Someone please add an mpeg of someone doing this move!\n\n', ""\nHappened upon this rock on a trail run last week.  It's quite easy to find, but here are the GPS coords anyway.  (DDMMSS) 39d59m21.4s,-105d17m10.0s \n\n""]"
451,Upper Satellite Boulders  ,http://www.mountainproject.com/v/upper-satellite-boulders/106634380,,,
452,W.C. Fields Pinnacle  ,http://www.mountainproject.com/v/wc-fields-pinnacle/105745343,"39.9863, -105.2914",['George Bell'],"['\nThis rock falls within the spring falcon closure, I believe.\n\n']"
453,West Ironing Board  ,http://www.mountainproject.com/v/west-ironing-board/105745262,"39.9864, -105.2953",['Russell Oakley'],"['\nI was scrambling around behind this rock a few years ago (lost, of course) and ran into a mountain lion.  He definitely saw me first and gave me the ""Go away, please"" growl.  That was all I needed to decide on a new route, up a chimney (faster than I have ever climbed), through a cool arch, then out across the east face, depositing me almost at the base of the climb I was looking for, the Crescent.  Just another day in the woods\n\n']"
454,Willy B  ,http://www.mountainproject.com/v/willy-b/105745391,"39.9839, -105.295","['George Bell', 'Tony B', 'Tony B', 'Steve ""Crusher"" Bartlett', 'Tom Hanson', 'Joshua Merriam', 'Cody Munger']","['\nAgreed, starting rap off the top is one of the most awkward I have ever experienced.  Much worse than the Maiden.  At least the anchors are bomber. \n\n', '\nClip in with a sling or daisy as you try to get established in the rap.  Also. clip in a few slings to step down into.  Step into the slings, yard on the daisy, and drop down onto rap- then unclip all of it and go.  It is agreed that this is complex and would have been unnecessary with more thought put into anchor placement.  a 70M rope will put you down on the N. Side.  I had my doubts about a 60M.\n\n', '\nThe best possible way to do this route (closures not withstanding), is to start by climbing The Thing and rap off to the South- then hike 50 yards to the beginning of Willie B.\n\n', '\nRap south from the bolts and a 60-meter rope works, though with just a couple feet to spare.  \n\n', '\nDoes anyone know anything about  the bolted route on the south side of The Willy B? I remember that is was well bolted at the bottom but then the bolts ran out and had to trad the rest of the way. At the time (ten years ago?) it appeared an unfinished route and perhaps it has had the uper section bolted by now.  The rock had really cool huecoed features.\n\n', '\nI came in from the right, not knowing what to expect, and climbed a lichenous corner to a stance under a roof, there was a squeeze chimney uption above me, but wearing a backpack, I stepped around to the left and after that singular exposed move, chimneyed, stemmed, laybacked up 20ft of dihedral onto the slab.   Farther up I came to the choice between a slab ramp ascending the right, or the slab dihedral ascending the left.  A crack in the dihedral would provide protection, I climbed straight up the slab to the left corner under a 6ft headwall where an eyed angle piton was located.  Then traversing R to the crack mentioned in Uncle Nasty, I pulled the crux and slabbed to the top.  The view on the summit is gorgeous at dusk.\n\n', '\nWe were able to rappel with plenty of rope to spare with a 50m rope straight west along the ridge.  If you do run out of rope you can do a second rappel by slinging your rope around a boulder on the first ledge you land on.  The other comments had me thinking we were in for an epic downclimb because our rope might have been too short.\n\n']"
455,Woods Quarry  ,http://www.mountainproject.com/v/woods-quarry/105745783,"39.985, -105.2888","['Anonymous Coward', 'George Bell', 'Joshua Merriam', 'Eric Brehm', 'pzman']","[""\nThe only fully bolted lines have new bolts.  (It appears that no new bolts have been added.) I believe there are 2 lines, plus, on the very right side, a single modern bolt about 1/3 up the wall on a line that maybe can take some additioanl pro.  More TR's are possible.  Bouldering along the base of the slab is quite nice, too.\n\n"", '\nBeware: the base of this cliff (was) a poison ivy garden.  I checked recently and the ""garden o ivy"" is no longer.  Hooray!\n\n', '\nNo poison ivy problems yesterday, and the area was particularly nice in the late afternoon shade.  I ws disappointed by the chopped bolts on what turned out to be the cleanest (hardest) slab line.\n\n', '\nUse caution when setting up top-ropes at the top of this cliff. There is an enormous amount of loose junk up there, and it is almost impossible to avoid knocking some of it down over the edge. Other party members should stay clear until the set-up or tear-down is complete.\n\n', ""\nUnfortunately someone has painted some graffitti on the lower right side of the Woods Quarry wall in the form of a large cross about 5' tall.  \n\n""]"
456,Cave Complex  ,http://www.mountainproject.com/v/cave-complex/106513724,,,
457,Cuban Tower  ,http://www.mountainproject.com/v/cuban-tower/105746569,,,
458,The Main Cliffs  ,http://www.mountainproject.com/v/the-main-cliffs/105745184,,,
459,Namegame Rock  ,http://www.mountainproject.com/v/namegame-rock/105745178,,,
460,One Route Rock  ,http://www.mountainproject.com/v/one-route-rock/106528773,,,
461,Pebble Beach  ,http://www.mountainproject.com/v/pebble-beach/105745181,,['Flatirons Climbing Council'],"[""\nThere are a handful of new-route applications for the Autumn 2014 cycle of the Flatirons Climbing Committee's Fixed Hardware Review Committee, for the Matron, the Goose, Pebble Beach, and Dinosaur Rock. We will be holding a public meeting and vote on these climbs on Wednesday, September 3, 6:30 p.m. at The Spot gym in Boulder. Please visit flatironsclimbingcouncil.wordp... to review and leave comments on the applications.\n\n""]"
462,Angel's Wings aka Devil's Wings  ,http://www.mountainproject.com/v/angels-wings-aka-devils-wings/105745768,"39.9564, -105.2911","['Anonymous Coward', 'neil chelton', 'Richard Radcliffe']","['\nAn interesting ice route sometimes forms on the Angel Wing at the top of the diagonal scree slope.\n\n', ""\nThe Angel's Wings are also known as the Devil's Wings.\n\n"", ""\nDevil's Wings? I always knew this as Angel's Wings from at least as far back as 1987. I think I got the name from Roach's book (which I don't have in front of me right now).   Anyway, as I recall, it presents excellent, remote, adventurous scrambling.\n\n""]"
463,"Angel's Wings aka Devil's Wings, West Face  ",http://www.mountainproject.com/v/angels-wings-aka-devils-wings-west-face/106038498,"39.9543, -105.2926",,
464,The Apostle  ,http://www.mountainproject.com/v/the-apostle/105837336,,['Tony B'],"[""\nWhile I may agree with the the OP, above, that there are Flatirons with better climbing in the area, or perhaps just more variety, I disagree with the apparent idea that this one is less worthy of a visit.  A recent trip there netted 5 distinct lines we climbed, and, remarkably, the two best of these were not documented.  Furthermore, the 3rd best was listed as a variation to the main route. Perhaps the less-than-great review given above was due to the best climbing not being well covered by the books. An additional note: in the winter with snow and ice, the descent is FAR better done to the South of the formation than the North, leading one down between this formation and 'The Road to Damascus' (see route in database).\n\n""]"
465,Bongo Boulder  ,http://www.mountainproject.com/v/bongo-boulder/105744953,"39.9712, -105.28317","['XOG', 'Jon Roberts']","['\nThis is a really cool rock. Still working on the crux....\n\n', ""\nSo, I guess hikers can hear us as well as we can hear them...wish we would've remembered that when we were talking about anal sex.\n\n""]"
466,Chimera  ,http://www.mountainproject.com/v/chimera/107990426,"39.9561, -105.2861",,
467,Cubicle Crag  ,http://www.mountainproject.com/v/cubicle-crag/106034451,,,
468,Damascus  ,http://www.mountainproject.com/v/damascus/107989041,"39.9535, -105.2854",,
469,Devil's Advocate  ,http://www.mountainproject.com/v/devils-advocate/105836705,,,
470,Devil's Horns  ,http://www.mountainproject.com/v/devils-horns/106038473,"39.9529, -105.291",['Brian C.'],['\nI did a couple slabby routes up the eastern aspects of these. Pretty interesting formations.\n\n']
471,Devil's Pinkie (AKA South Pinnacle)  ,http://www.mountainproject.com/v/devils-pinkie-aka-south-pinnacle/108998404,"39.96842, -105.29048",,
472,Devil's Thumb  ,http://www.mountainproject.com/v/devils-thumb/105745247,"39.95233, -105.29015","['Mike Sofranko', 'Warren Teissier', 'Tom Hanson', 'Bruce Hildenbrand', 'Ric', 'Clint Locks', 'Tony B', 'George Bell']","[""\nA great way to approach the Devils Thumb is to climb the East Face of the Fatiron, which is the rock just north of the Maiden.  From the summit, hike/scramble uphill to the right to the Thumb.  An ascent of the Flying Flatiron would probably work, too.  Last I saw, those summit bolts were bogus - I hope no one raps off those.  Do a belayed downclimb to the bar left over from the old ladder, and rap from there.  After an ascent of the Thumb, make sure you head into Boulder and the Walnut St Brewery for some fish 'n chips and a Devils Thumb Stout or two.\n\n"", '\nThe two bolts are on the south side of the East face about 10 feet from the summit. They had 3 or 4 weathered slings around them (10/6/01) which makes me think some folks are actually using them to rappel off of them on the East face side.  The bolts are very old and rusty, stick out about 1/4"" and both hangers are, as you might expect, really loose. I used them as a belay set up to lower my partner down to the Iron bar for the standard rappel. The downclimb to the bar is not as easy as it sounds and could be disastrous for the second person downclimbing if he should slip...   I can see why some people may have opted for rappelling off of the manky bolts. Having said that, I\'d rather downclimb. Them bolts are not to be trusted... and if they GO it\'s over...  \n\n', '\nPrior to 1982 or 1983 there was a refrigerator sized rock poised at the edge of the west overhang on the summit.  That rock is no longer there due to two overzealous trundlers who happened to be on top one day. The two trundlers put their backs against one rock and pushed the refrigerator with their feet. Much to their amusement (dismay) the refrigerator actually slid off the top of the west face. There were a few seconds of silence and then everything changed. Shadow Canyon started exploding! As soon as the refrigerator hit ground zero, it started a chain reaction.  The refrigerator sent car sized rocks in motion, which sent house sized boulders in motion, and so on. The trundlers made a hasty exit and headed back towards Denver.  The huge dust cloud was still engulfing Shadow Canyon and could be seen from 92nd and Hwy 36 in Westminster! If anyone was coming up the east side of Shadow Canyon that day their  pictures were on the side of a milk carton later that week. Boulder trundling is an age honored form of entertainment that climbers have enjoyed for hundreds of years.  It is a national sport in Lithuania.The sport of trundling can be very dangerous and should not be practiced without first seeking professional instruction in proper technique with strict adherence to tradition.  Back in 82 or 83 the two trundlers were lucky and no one was hurt.  Does anyone else have a good trundling story that they could share?\n\n', '\nMike Munger and I replaced the two, old, 1/4"" Rawl buttonhead bolts as the anchor for this rock with 3/8"" SS Rawl bolts and added quick links and chain for rappel.  This hardware for this work was provided by the American Safe Climbing Association (ASCA).  They appreciate your support.\n\n', '\nDoes anyone know a rough estimate of how long the approach is for this climb? And what the status is of the bolts on the top?\n\n', '\nRic-I made it to the base of the climb via Shadow Canyon in a little less than 2 hours. We descended to the east and hit the Mesa trail. It was indeed a bushwack in places, but not that bad. If one AScended that way, it could be tricky to find the base of the climb, as the forest is pretty thick toward the top.   From the chain anchors on top, a 60 mtr rapel comes up a little short. It will, however, deposit you on a small ledge from which you can easily down-climb the ~12 remaining feet to the ground. Also, if you choose to rap from the steel rod above the ""Left Side"" route instead, the down-climb to that is not a \'walk in the park\'. ASCA: Thanks for the bolt!\n\n', '\nRic,  I went several times last summer and with a rope and light Rack, it was ~1:30 at a ""tempo"" pace.  Which is to say that we were not slouching, but not racing.\n\n', ""\nThanks to Bruce and Mike for replacing the rappel bolts!  From these bolts, one could do a mind-blowing free rappel to the west.  I don't know how long a rope would be needed (rumor has it a 70m single-strand makes it).  Also, you could probably not pull your ropes since the rappel is rigged to go east.  But it would be a wild rap.\n\n""]"
473,Fatiron  ,http://www.mountainproject.com/v/fatiron/105745406,,"['Joseph Proulx', 'Kevin Craig', 'Tony B']","['\nI recommend scrambling up the east face of the ""fatironette"" as an approach to the standard east face route. It\'s aesthetically direct (with great views of the route above), it adds some fun, secure 4th class climbing, and it\'s probably just as fast as going around up the north side. The only remotely tough move is getting off the ground. From the top of the ""fatironette"" you need to scramble up a bit of the Fatiron proper to get to the top of the left-leaning strata and the base of the crack. None of this climbing is harder than fourth class. I don\'t recommend roping up (or even putting on climbing shoes) unless you are really bad with exposure.\n\n', '\nI agree that scrambling up the ""Fatironette"" is great fun!  The very first move off the ground is harder than 4th class, but after that, it\'s a hike.  For the approach, we went up the Mesa Trail to Big Bluestem, back left at the next junction (Mesa again?) for a bit toward the N. Fork of the Shadow Canyon trail.  We left the SC trail about 20 paces from the junction at the rock water trough and climbed the gully to the right of the Fatiron after skirting the talus field around its lower and right side (as I think Warren has said above).  We eventually found a cairned trail - faint in places - that led us right to the base of the climb.  This took us 1hr 15min (and we\'re no speed demons).  Don\'t confuse this with the last part of the approach described under the Maiden; the latter is farther along the SC trail and will take you up between the Maiden and the Fatiron rather than north (right) of the Fatiron which is the correct way to go.  \n\n', '\nWhile this can be approached from below, as suggested, beware of doing so to approach the S. Face Routes, ""Little Murders"" and ""Death by Pickies.""  The ""pickies"" (small burrs) are so thick along the S face on the lower 1/2 that they are almost impassible. To approace the South face routes, approach via the Maiden, and from the route ""Dream Street Rose"" go North and slightly uphill through stable talus for 2 minutes to the South face. ""Death By Pickes"" is just uphill from a point directly across from ""Dream Street Rose"" and ""Little Murders"" is perhaps 100 meters further up.\n\n']"
474,Fern Canyon  ,http://www.mountainproject.com/v/fern-canyon/105874737,"39.965, -105.2885",,
475,First Advisor  ,http://www.mountainproject.com/v/first-advisor/107189632,"39.9648, -105.2896",,
476,Flying Flatiron  ,http://www.mountainproject.com/v/flying-flatiron/105746027,,,
477,The Goose  ,http://www.mountainproject.com/v/the-goose/105744620,"39.9668, -105.2882","['Leo Paik', 'Gold Plated Rocket Pony', 'fossana', 'Flatirons Climbing Council', 'Flatirons Climbing Council']","['\nIf you rap the S face from above Arete, Raging Bull, Sweet & Innocent, beware that pulling your ropes can be quite difficult.  It may be wiser to rap to the W.  \n\n', '\nThis is a long shot, but I lost a pair of sunglasses around ""Love\'s Labor Lost"" on August 1st, 2010.  They are Strike Kings and probably worth about 2 bucks, but I liked them.  Mucho beer as a reward if returned.\n\n', '\nThe most efficient way to get off of the Goose without a rope is to downclimb to the west from the notch between the N and S summits (Sierra class 4). From here, you can drop down the talus past the Fiddlehead to pick up the Fern Canyon trail. This avoids to bushwhacking/scrambling nonsense you would encounter on the north or east sides.\n\n', ""\nOne application has been submitted for the current (January 2014) cycle of the Flatirons Climbing Council's Fixed Hardware Review Committee application process: on the west face of the Goose.  You can visit flatironsclimbingcouncil.wordp... to view it; please post comments below the application or submit them via email to fhrc@flatironsclimbing.org. The public vote and meeting will be held Wednesday, February 5, at 6:30 p.m. at The Spot gym, Boulder, Colorado.\n\n"", ""\nThere are a handful of new-route applications for the Autumn 2014 cycle of the Flatirons Climbing Committee's Fixed Hardware Review Committee, for the Matron, the Goose, Pebble Beach, and Dinosaur Rock. We will be holding a public meeting and vote on these climbs on Wednesday, September 3, 6:30 p.m. at The Spot gym in Boulder. Please visit flatironsclimbingcouncil.wordp... to review and leave comments on the applications.\n\n""]"
478,Harmon Flatironette  ,http://www.mountainproject.com/v/harmon-flatironette/107960540,"39.9699, -105.2865",,
479,Harmon's East  ,http://www.mountainproject.com/v/harmons-east/107960552,"39.9702, -105.2861",,
480,Isolation Rock  ,http://www.mountainproject.com/v/isolation-rock/106034475,,,
481,Jamcrack Spire  ,http://www.mountainproject.com/v/jamcrack-spire/105746707,"39.9479, -105.2869",,
482,The Keel  ,http://www.mountainproject.com/v/the-keel/105839199,,['Warren Teissier'],"[""\nAfter completing the Keel, if you don't have a dog, a natural continuation would be to climb one of the Wings, I climbed the southern portion of the Northern wing. From the top, hike to the saddle South of the summit of Bear mountain to find the Shadow Canyon trail and then to the summit return to your car via the Fern Canyon trail or Shadow Canyon depending on where you started your outing.\n\n""]"
483,Lost And Found  ,http://www.mountainproject.com/v/lost-and-found/105746719,"39.9428, -105.2908",,
